106 0.814 0.464 0.779 0.286 1
107 0.624 0.688 0.48 0.55 1
108 0.619 0.762 0.118 0.44 -1
109 0.665 0.268 0.277 0.635 -1
110 0.328 0.697 0.173 0.581 -1
111 0.166 0.276 0.987 0.492 -1
112 0.854 0.265 0.293 0.949 1
113 0.993 0.919 0.896 0.599 1
114 0.365 0.627 0.074 0.332 -1
115 0.53 0.69 0.412 0.642 1
116 0.549 0.681 0.508 0.028 1
117 0.741 0.103 0.08 0.791 -1
118 0.045 0.802 0.642 0.171 -1
119 0.825 0.192 0.712 0.414 1
120 0.928 0.334 0.294 0.073 -1
121 0.752 0.144 0.786 0.043 -1
122 0.011 0.787 0.169 0.743 -1
123 0.772 0.027 0.43 0.832 -1
124 0.606 0.044 0.707 0.879 1
125 0.003 0.601 0.37 0.686 -1
126 0.923 0.335 0.709 0.441 1
127 0.503 0.151 0.144 0.337 -1
128 0.068 0.307 0.902 0.544 -1
129 0.062 0.012 0.978 0.502 -1
130 0.279 0.534 0.758 0.009 -1
131 0.253 0.281 0.934 0.484 -1
132 0.253 0.172 0.636 0.594 -1
133 0.399 0.103 0.546 0.848 -1
134 0.733 0.477 0.369 0.8 1
135 0.974 0.174 0.175 0.711 -1
136 0.647 0.586 0.354 0.332 -1
137 0.812 0.612 0.947 0.339 1
138 0.568 0.475 0.627 0.987 1
139 0.41 0.542 0.419 0.804 1
140 0.793 0.488 0.029 0.958 1
141 0.774 0.393 0.307 0.025 -1
142 0.468 0.36 0.886 0.477 1
143 0.649 0.506 0.655 0.245 1
144 0.621 0.443 0.395 0.496 -1
145 0.958 0.951 0.033 0.442 1
146 0.26 0.887 0.665 0.841 1
147 0.696 0.995 0.728 0.08 1
148 0.513 0.084 0.737 0.035 -1
149 0.745 0.061 0.566 0.457 -1
150 0.771 0.791 0.623 0.024 1
151 0.104 0.008 0.201 0.461 1
152 0.491 0.153 0.898 0.349 -1
153 0.969 0.633 0.416 0.309 1
154 0.461 0.506 0.51 0.109 -1
155 0.168 0.123 0.43 0.544 -1
156 0.457 0.416 0.65 0.393 1
157 0.708 0.485 0.481 0.762 1
158 0.987 0.099 0.502 0.947 1
159 0.748 0.182 0.148 0.863 -1
160 0.877 0.242 0.096 0.737 -1
161 0.386 0.157 0.211 0.752 -1
162 0.36 0.436 0.825 0.892 1
163 0.218 0.541 0.326 0.864 -1
164 0.815 0.115 0.249 0.448 -1
165 0.965 0.452 0.619 0.465 1
166 0.838 0.11 0.082 0.46 -1
167 0.603 0.808 0.607 0.745 1
168 0.733 0.871 0.45 0.456 1
169 0.521 0.842 0.695 0.228 1
170 0.223 0.184 0.182 0.171 -1
171 0.413 0.453 0.075 0.253 -1
172 0.948 0.934 0.783 0.944 1
173 0.977 0.394 0.238 0.136 -1
174 0.721 0.242 0.272 0.363 -1
175 0.215 0.22 0.661 0.61 -1
176 0.175 0.337 0.135 0.781 -1
177 0.27 0.384 0.649 0.803 1
178 0.001 0.822 0.593 0.253 -1
179 0.474 0.731 0.95 0.206 1
180 0.03 0.809 0.069 0.541 -1
181 0.746 0.248 0.701 0.165 -1
182 0.638 0.727 0.655 0.044 1
183 0.691 0.196 0.681 0.228 -1
184 0.938 0.702 0.154 0.128 -1
185 0.052 0.024 0.835 0.725 -1
186 0.571 0.269 0.643 0.331 -1
187 0.372 0.628 0.716 0.871 1
188 0.315 0.054 0.919 0.547 -1
189 0.315 0.948 0.005 0.151 -1
190 0.745 0.963 0.452 0.612 1
191 0.857 0.481 0.764 0.306 1
192 0.46 0.55 0.076 0.843 -1
193 0.88 0.354 0.593 0.636 1
194 0.598 0.706 0.27 0.178 -1
195 0.546 0.104 0.635 0.03 -1
196 0.038 0.679 0.187 0.758 -1
197 0.401 0.537 0.449 0.924 1
198 0.528 0.981 0.102 0.149 -1
199 0.544 0.929 0.306 0.791 1
200 0.586 0.862 0.4 0.107 -1
201 0.551 0.74 0.562 0.405 1
202 0.025 0.104 0.152 0.965 -1
203 0.259 0.787 0.593 0.713 1
204 0.927 0.826 0.448 0.437 -1
205 0.146 0.906 0.413 0.191 -1
206 0.601 0.048 0.465 0.086 -1
207 0.997 0.274 0.686 0.796 1
208 0.905 0.02 0.539 0.973 1
209 0.959 0.373 0.528 0.581 1
210 0.185 0.89 0.731 0.201 1
211 0.063 0.554 0.356 0.44 -1
212 0.354 0.338 0.301 0.405 -1
213 0.997 0.153 0.27 0.804 1
214 0.137 0.386 0.662 0.713 -1
215 0.415 0.525 0.088 0.151 -1
216 0.7 0.94 0.442 0.527 1
217 0.541 0.949 0.398 0.478 1
218 0.539 0.732 0.854 0.798 1
219 0.4 0.737 0.947 0.082 1
220 0.101 0.452 0.287 0.272 -1
221 0.71 0.581 0.423 0.654 1
222 0.915 0.021 0.524 0.801 1
223 0.602 0.982 0.438 0.577 1
224 0.537 0.322 0.825 0.173 -1
225 0.842 0.963 0.297 0.883 1
226 0.041 0.445 0.046 0.265 -1
227 0.327 0.954 0.152 0.35 -1
228 0.755 0.615 0.449 0.776 1
229 0.477 0.299 0.463 0.192 -1
230 0.998 0.755 0.678 0.363 1
231 0.764 0.886 0.476 0.489 1
232 0.467 0.031 0.034 0.041 -1
233 0.205 0.639 0.792 0.384 1
234 0.124 0.03 0.402 0.024 -1
235 0.357 0.571 0.148 0.906 -1
236 0.726 0.423 0.502 0.26 -1
237 0.184 0.47 0.453 0.571 -1
238 0.03 0.265 0.257 0.527 -1
239 0.407 0.683 0.941 0.42 1
240 0.861 0.598 0.54 0.525 1
241 0.588 0.481 0.234 0.331 -1
242 0.315 0.833 0.108 0.848 1
243 0.44 0.779 0.254 0.104 1
244 0.898 0.688 0.633 0.272 1
245 0.785 0.17 0.343 0.419 -1
246 0.166 0.325 0.223 0.542 -1
247 0.381 0.923 0.892 0.073 1
248 0.866 0.854 0.046 0.942 1
249 0.507 0.446 0.239 0.415 -1
250 0.472 0.829 0.584 0.433 1
251 0.053 0.303 0.815 0.352 -1
252 0.89 0.633 0.934 0.282 1
253 0.811 0.877 0.5 0.231 1
254 0.622 0.151 0.334 0.909 1
255 0.037 0.777 0.147 0.996 -1
256 0.486 0.679 0.226 0.317 -1
257 0.1 0.748 0.28 0.877 1
258 0.648 0.034 0.257 0.084 -1
259 0.428 0.734 0.204 0.102 -1
260 0.955 0.204 0.442 0.534 1
261 0.994 0.583 0.37 0.391 1
262 0.849 0.88 0.72 0.63 1
263 0.511 0.183 0.851 0.885 1
264 0.291 0.883 0.092 0.294 -1
265 0.321 0.282 0.41 0.341 -1
266 0.58 0.039 0.951 0.536 1
267 0.897 0.485 0.948 0.46 -1
268 0.5 0.513 0.825 0.018 -1
269 0.024 0.536 0.265 0.811 -1
270 0.335 0.161 0.092 0.595 -1
271 0.137 0.614 0.168 0.504 -1
272 0.747 0.209 0.978 0.168 1
273 0.252 0.674 0.113 0.266 -1
274 0.801 0.671 0.908 0.891 1
275 0.365 0.376 0.985 0.428 1
276 0.229 0.406 0.677 0.564 1
277 0.426 0.598 0.27 0.209 -1
278 0.029 0.881 0.573 0.074 -1
279 0.98 0.473 0.093 0.243 -1
280 0.177 0.465 0.156 0.051 -1
281 0.552 0.959 0.274 0.036 -1
282 0.379 0.777 0.434 0.689 1
283 0.91 0.836 0.044 0.762 1
284 0.913 0.152 0.443 0.071 -1
285 0.568 0.238 0.28 0.996 1
286 0.396 0.012 0.157 0.36 -1
287 0.495 0.114 0.398 0.29 -1
288 0.337 0.774 0.073 0.151 -1
289 0.014 0.881 0.276 0.658 -1
290 0.279 0.135 0.169 0.096 -1
291 0.501 0.741 0.145 0.469 -1
292 0.784 0.259 0.977 0.849 1
293 0.784 0.144 0.162 0.799 -1
294 0.089 0.585 0.79 0.509 -1
295 0.316 0.483 0.698 0.431 -1
296 0.628 0.953 0.216 0.186 -1
297 0.265 0.816 0.224 0.103 -1
298 0.355 0.489 0.977 0.22 1
299 0.849 0.866 0.231 0.91 -1
300 0.557 0.419 0.707 0.094 -1
301 0.631 0.458 0.034 0.605 -1
302 0.249 0.784 0.074 0.231 -1
303 0.164 0.394 0.64 0.478 -1
304 0.924 0.021 0.597 0.918 1
305 0.576 0.328 0.294 0.255 -1
306 0.958 0.708 0.473 0.557 1
307 0.381 0.97 0.92 0.547 1
308 0.07 0.571 0.445 0.488 -1
309 0.269 0.644 0.682 0.531 1
310 0.436 0.174 0.605 0.885 1
311 0.881 0.415 0.222 0.318 -1
312 0.034 0.824 0.869 0.813 1
313 0.808 0.34 0.202 0.498 -1
314 0.178 0.075 0.158 0.552 -1
315 0.333 0.501 0.387 0.3 -1
316 0.558 0.094 0.808 0.915 1
317 0.962 0.974 0.091 0.218 1
318 0.174 0.043 0.926 0.613 -1
319 0.592 0.395 0.231 0.59 -1
320 0.781 0.789 0.064 0.828 1
321 0.474 0.938 0.805 0.923 1
322 0.705 0.692 0.199 0.292 -1
323 0.977 0.93 0.362 0.539 1
324 0.545 0.123 0.271 0.316 -1
325 0.71 0.64 0.109 0.851 1
326 0.129 0.879 0.108 0.59 -1
327 0.989 0.604 0.813 0.986 1
328 0.706 0.808 0.956 0.316 1
329 0.936 0.795 0.822 0.157 1
330 0.321 0.018 0.814 0.327 -1
331 0.967 0.708 0.267 0.697 1
332 0.364 0.991 0.841 0.657 1
333 0.002 0.497 0.226 0.801 -1
334 0.913 0.966 0.962 0.41 1
335 0.743 0.504 0.164 0.176 -1
336 0.408 0.232 0.048 0.068 -1
337 0.716 0.222 0.683 0.821 -1
338 0.008 0.529 0.299 0.603 -1
339 0.809 0.844 0.462 0.505 -1
340 0.302 0.792 0.359 0.029 1
341 0.691 0.42 0.49 0.899 1
342 0.503 0.105 0.866 0.579 1
343 0.036 0.144 0.343 0.358 -1
344 0.493 0.012 0.188 0.469 -1
345 0.94 0.845 0.5 0.616 1
346 0.692 0.503 0.668 0.535 1
347 0.465 0.119 0.629 0.86 1
348 0.37 0.078 0.425 0.87 -1
349 0.004 0.296 0.54 0.327 -1
350 0.298 0.465 0.225 0.155 -1
351 0.224 0.18 0.216 0.435 -1
352 0.161 0.942 0.804 0.784 1
353 0.903 0.904 0.164 0.024 -1
354 0.6 0.93 0.923 0.198 1
355 0.07 0.912 0.275 0.309 1
356 0.695 0.673 0.95 0.311 1
357 0.669 0.638 0.765 0.138 1
358 0.791 0.555 0.551 0.495 -1
359 0.622 0.518 0.525 0.816 1
360 0.411 0.045 0.769 0.566 -1
361 0.765 0.18 0.573 0.644 1
362 0.253 0.547 0.951 0.637 1
363 0.782 0.659 0.358 0.167 -1
364 0.543 0.612 0.33 0.652 1
365 0.164 0.821 0.59 0.404 -1
366 0.873 0.317 0.172 0.134 -1
367 0.411 0.582 0.074 0.841 -1
368 0.873 0.075 0.891 0.196 1
369 0.36 0.545 0.971 0.147 1
370 0.08 0.998 0.041 0.319 -1
371 0.753 0.937 0.045 0.249 -1
372 0.961 0.21 0.247 0.956 1
373 0.104 0.945 0.889 0.981 1
374 0.754 0.355 0.562 0.794 1
375 0.677 0.213 0.048 0.832 -1
376 0.266 0.143 0.023 0.541 -1
377 0.143 0.138 0.428 0.86 -1
378 0.651 0.121 0.031 0.688 -1
379 0.23 0.168 0.588 0.241 -1
380 0.048 0.253 0.099 0.775 -1
381 0.739 0.327 0.515 0.903 1
382 0.519 0.281 0.3 0.508 -1
383 0.57 0.187 0.456 0.769 -1
384 0.48 0.477 0.803 0.735 1
385 0.254 0.168 0.436 0.971 -1
386 0.545 0.354 0.073 0.867 1
387 0.775 0.953 0.331 0.679 1
388 0.849 0.314 0.043 0.995 1
389 0.584 0.609 0.963 0.408 1
390 0.3 0.183 0.651 0.875 1
391 0.588 0.356 0.694 0.59 1
392 0.281 0.294 0.018 0.097 1
393 0.712 0.336 0.627 0.363 1
394 0.836 0.277 0.033 0.464 -1
395 0.611 0.027 0.835 0.573 1
396 0.873 0.197 0.679 0.809 1
397 0.176 0.502 0.157 0.577 -1
398 0.081 0.23 0.774 0.44 -1
399 0.987 0.422 0.239 0.119 -1
400 0.647 0.81 0.589 0.159 1
401 0.726 0.887 0.629 0.068 1
402 0.208 0.263 0.509 0.525 -1
403 0.099 0.844 0.133 0.635 -1
404 0.24 0.496 0.343 0.818 -1
405 0.949 0.144 0.354 0.602 1
406 0.117 0.389 0.551 0.198 -1
407 0.319 0.33 0.465 0.614 -1
408 0.721 0.363 0.19 0.831 1
409 0.144 0.289 0.029 0.355 -1
410 0.691 0.271 0.471 0.588 -1
411 0.334 0.783 0.112 0.149 -1
412 0.451 0.297 0.039 0.249 1
413 0.239 0.092 0.187 0.688 -1
414 0.991 0.273 0.049 0.221 -1
415 0.089 0.286 0.583 0.943 -1
416 0.394 0.673 0.48 0.682 1
417 0.012 0.527 0.48 0.428 -1
418 0.028 0.753 0.537 0.885 1
419 0.866 0.976 0.012 0.458 -1
420 0.778 0.985 0.988 0.305 1
421 0.414 0.932 0.821 0.565 1
422 0.288 0.12 0.597 0.414 -1
423 0.541 0.404 0.71 0.387 1
424 0.514 0.216 0.971 0.354 1
425 0.27 0.037 0.917 0.767 -1
426 0.657 0.69 0.863 0.652 1
427 0.548 0.773 0.061 0.075 -1
428 0.289 0.191 0.802 0.638 -1
429 0.129 0.521 0.235 0.635 -1
430 0.895 0.88 0.497 0.394 1
431 0.571 0.975 0.057 0.065 -1
432 0.717 0.73 0.513 0.096 1
433 0.566 0.25 0.908 0.079 -1
434 0.332 0.75 0.667 0.573 1
435 0.512 0.817 0.223 0.423 -1
436 0.488 0.856 0.285 0.945 -1
437 0.699 0.849 0.64 0.745 1
438 0.927 0.449 0.352 0.49 1
439 0.756 0.358 0.248 0.984 1
440 0.883 0.846 0.41 0.423 1
441 0.202 0.772 0.124 0.884 -1
442 0.355 0.576 0.368 0.345 -1
443 0.262 0.753 0.078 0.199 -1
444 0.59 0.423 0.863 0.693 1
445 0.611 0.524 0.008 0.576 -1
446 0.276 0.007 0.029 0.877 -1
447 0.521 0.506 0.762 0.714 1
448 0.218 0.837 0.157 0.902 1
449 0.192 0.183 0.941 0.718 1
450 0.442 0.195 0.358 0.371 -1
451 0.9 0.562 0.831 0.36 -1
452 0.408 0.154 0.628 0.964 1
453 0.148 0.891 0.733 0.667 -1
454 0.793 0.498 0.234 0.829 1
455 0.419 0.106 0.495 0.69 -1
456 0.963 0.501 0.803 0.061 1
457 0.462 0.461 0.156 0.968 1
458 0.213 0.551 0.399 0.576 -1
459 0.472 0.516 0.433 0.739 1
460 0.881 0.571 0.019 0.43 -1
461 0.142 0.764 0.418 0.054 -1
462 0.081 0.222 0.724 0.093 -1
463 0.544 0.347 0.458 0.14 -1
464 0.725 0.162 0.938 0.428 1
465 0.161 0.038 0.843 0.33 -1
466 0.299 0.171 0.639 0.346 -1
467 0.44 0.761 0.842 0.281 -1
468 0.21 0.022 0.121 0.448 -1
469 0.858 0.797 0.786 0.548 1
470 0.925 0.562 0.138 0.401 1
471 0.065 0.32 0.586 0.63 -1
472 0.432 0.801 0.312 0.684 1
473 0.105 0.471 0.318 0.886 -1
474 0.09 0.942 0.259 0.6 -1
475 0.283 0.524 0.399 0.907 1
476 0.635 0.372 0.592 0.288 -1
477 0.992 0.463 0.709 0.621 1
478 0.343 0.829 0.452 0.09 -1
479 0.888 0.033 0.687 0.245 -1
480 0.921 0.311 0.064 0.957 1
481 0.342 0.744 0.241 0.817 1
482 0.089 0.029 0.738 0.973 -1
483 0.216 0.944 0.329 0.004 -1
484 0.824 0.822 0.211 0.473 1
485 0.804 0.676 0.378 0.931 -1
486 0.26 0.235 0.063 0.864 -1
487 0.437 0.059 0.503 0.389 -1
488 0.135 0.873 0.595 0.225 -1
489 0.844 0.194 0.838 0.732 1
490 0.904 0.906 0.756 0.142 1
491 0.04 0.53 0.375 0.536 -1
492 0.897 0.846 0.055 0.257 1
493 0.371 0.023 0.579 0.464 -1
494 0.81 0.992 0.497 0.668 1
495 0.568 0.801 0.903 0.209 1
496 0.967 0.459 0.049 0.855 1
497 0.323 0.064 0.248 0.625 -1
498 0.864 0.514 0.704 0.259 1
499 0.112 0.242 0.55 0.781 -1
500 0.067 0.261 0.303 0.221 -1
501 0.962 0.631 0.108 0.304 1
502 0.261 0.534 0.737 0.693 1
503 0.604 0.391 0.198 0.644 -1
504 0.707 0.466 0.429 0.26 -1
505 0.174 0.674 0.995 0.456 1
506 0.252 0.554 0.836 0.524 1
507 0.446 0.201 0.015 0.7 -1
508 0.911 0.419 0.656 0.998 1
509 0.551 0.654 0.306 0.029 -1
510 0.566 0.865 0.186 0.504 1
511 0.493 0.207 0.587 0.107 -1
512 0.129 0.466 0.338 0.689 -1
513 0.539 0.226 0.587 0.361 -1
514 0.173 0.887 0.033 0.871 -1
515 0.934 0.016 0.082 0.918 -1
516 0.264 0.519 0.393 0.116 -1
517 0.435 0.384 0.716 0.729 1
518 0.54 0.028 0.242 0.299 -1
519 0.094 0.019 0.719 0.781 -1
520 0.198 0.085 0.336 0.132 -1
521 0.501 0.228 0.239 0.483 -1
522 0.039 0.079 0.203 0.788 -1
523 0.692 0.746 0.346 0.344 1
524 0.741 0.053 0.043 0.973 -1
525 0.997 0.996 0.873 0.65 1
526 0.659 0.709 0.511 0.278 1
527 0.587 0.757 0.384 0.544 1
528 0.4 0.009 0.933 0.36 -1
529 0.396 0.545 0.719 0.427 1
530 0.684 0.053 0.295 0.257 -1
531 0.537 0.48 0.937 0.405 1
532 0.876 0.37 0.689 0.938 1
533 0.578 0.902 0.209 0.464 1
534 0.487 0.955 0.636 0.159 1
535 0.012 0.906 0.334 0.525 -1
536 0.7 0.111 0.204 0.079 -1
537 0.261 0.074 0.321 0.344 -1
538 0.101 0.878 0.948 0.822 1
539 0.581 0.541 0.899 0.908 1
540 0.899 0.368 0.89 0.567 1
541 0.486 0.748 0.092 0.166 -1
542 0.725 0.024 0.755 0.796 1
543 0.92 0.526 0.219 0.275 -1
544 0.125 0.704 0.02 0.221 -1
545 0.395 0.049 0.965 0.639 1
546 0.808 0.682 0.756 0.776 1
547 0.953 0.326 0.695 0.535 1
548 0.124 0.31 0.237 0.957 -1
549 0.122 0.02 0.987 0.59 -1
550 0.89 0.355 0.583 0.94 1
551 0.169 0.898 0.658 0.567 1
552 0.971 0.925 0.918 0.352 1
553 0.051 0.959 0.415 0.299 -1
554 0.832 0.679 0.169 0.483 1
555 0.65 0.752 0.833 0.949 1
556 0.972 0.765 0.522 0.214 1
557 0.236 0.288 0.734 0.555 -1
558 0.612 0.67 0.119 0.116 1
559 0.827 0.79 0.426 0.827 1
560 0.632 0.231 0.587 0.207 -1
561 0.257 0.105 0.633 0.855 -1
562 0.326 0.339 0.005 0.817 -1
563 0.508 0.35 0.623 0.537 1
564 0.613 0.678 0.544 0.053 -1
565 0.302 0.067 0.968 0.635 -1
566 0.563 0.192 0.976 0.624 1
567 0.208 0.353 0.775 0.18 -1
568 0.061 0.036 0.982 0.349 -1
569 0.75 0.774 0.244 0.96 1
570 0.805 0.664 0.6 0.727 1
571 0.299 0.961 0.056 0.77 1
572 0.239 0.555 0.536 0.521 -1
573 0.028 0.303 0.646 0.553 -1
574 0.007 0.995 0.341 0.672 1
575 0.035 0.644 0.872 0.13 -1
576 0.849 0.459 0.058 0.957 1
577 0.049 0.041 0.142 0.598 -1
578 0.012 0.606 0.576 0.93 1
579 0.956 0.077 0.805 0.194 1
580 0.957 0.787 0.209 0.843 1
581 0.979 0.491 0.712 0.199 1
582 0.972 0.478 0.558 0.63 1
583 0.724 0.763 0.367 0.856 1
584 0.934 0.207 0.142 0.734 1
585 0.643 0.191 0.205 0.917 -1
586 0.403 0.595 0.235 0.728 -1
587 0.915 0.791 0.356 0.041 1
588 0.306 0.083 0.434 0.395 -1
589 0.334 0.41 0.881 0.279 -1
590 0.058 0.958 0.33 0.403 -1
591 0.792 0.631 0.083 0.14 -1
592 0.932 0.573 0.912 0.942 1
593 0.31 0.775 0.148 0.683 -1
594 0.261 0.207 0.579 0.947 -1
595 0.596 0.384 0.262 0.47 -1
596 0.406 0.043 0.54 0.804 -1
597 0.765 0.487 0.547 0.58 1
598 0.857 0.397 0.555 0.943 1
599 0.394 0.379 0.834 0.92 1
600 0.096 0.574 0.016 0.563 -1
601 0.553 0.28 0.493 0.365 -1
602 0.438 0.94 0.954 0.006 1
603 0.994 0.531 0.521 0.428 1
604 0.724 0.849 0.241 0.167 -1
605 0.44 0.784 0.823 0.865 1
606 0.004 0.251 0.782 0.872 -1
607 0.984 0.369 0.367 0.462 1
608 0.894 0.197 0.309 0.584 -1
609 0.173 0.436 0.668 0.84 1
610 0.711 0.134 0.319 0.108 -1
611 0.405 0.13 0.08 0.139 -1
612 0.47 0.076 0.185 0.401 -1
613 0.15 0.615 0.694 0.397 -1
614 0.858 0.436 0.292 0.238 -1
615 0.1 0.838 0.425 0.163 -1
616 0.219 0.779 0.715 0.409 1
617 0.957 0.136 0.228 0.728 1
618 0.779 0.997 0.143 0.553 1
619 0.271 0.762 0.466 0.216 -1
620 0.616 0.639 0.132 0.715 1
621 0.57 0.78 0.311 0.077 -1
622 0.795 0.432 0.81 0.395 1
623 0.27 0.169 0.941 0.976 1
624 0.222 0.517 0.716 0.39 -1
625 0.494 0.992 0.205 0.342 1
626 0.869 0.772 0.923 0.186 1
627 0.156 0.773 0.536 0.403 -1
628 0.542 0.858 0.754 0.208 1
629 0.627 0.431 0.391 0.217 -1
630 0.14 0.502 0.827 0.003 -1
631 0.053 0.785 0.356 0.462 -1
632 0.767 0.089 0.467 0.49 -1
633 0.117 0.506 0.578 0.281 -1
634 0.978 0.018 0.327 0.956 1
635 0.84 0.98 0.36 0.934 1
636 0.304 0.647 0.059 0.592 -1
637 0.014 0.56 0.763 0.938 1
638 0.717 0.043 0.569 0.164 -1
639 0.196 0.668 0.056 0.464 -1
640 0.511 0.412 0.532 0.069 -1
641 0.972 0.873 0.873 0.626 1
642 0.736 0.023 0.966 0.613 1
643 0.546 0.002 0.221 0.523 -1
644 0.528 0.834 0.445 0.038 -1
645 0.813 0.112 0.019 0.181 -1
646 0.021 0.053 0.569 0.668 -1
647 0.92 0.503 0.941 0.409 1
648 0.618 0.522 0.248 0.79 1
649 0.204 0.409 0.885 0.78 1
650 0.893 0.337 0.788 0.522 1
651 0.283 0.221 0.746 0.978 1
652 0.931 0.599 0.372 0.151 1
653 0.251 0.72 0.304 0.359 -1
654 0.023 0.736 0.88 0.376 1
655 0.33 0.448 0.118 0.233 -1
656 0.082 0.574 0.713 0.66 1
657 0.278 0.599 0.524 0.92 1
658 0.432 0.432 0.095 0.605 -1
659 0.321 0.36 0.163 0.44 -1
660 0.465 0.043 0.669 0.065 -1
661 0.579 0.075 0.225 0.623 -1
662 0.593 0.22 0.904 0.724 1
663 0.949 0.53 0.715 0.932 1
664 0.692 0.975 0.4 0.185 1
665 0.419 0.77 0.79 0.083 1
666 0.312 0.49 0.193 0.405 -1
667 0.791 0.691 0.672 0.242 1;
